,tconst,title,numVotes,averageRating,genres,runtimeMinutes,startYear,popularity,id_x,overview,poster_path,id_tmdb_x,id_tmdb_y,name_x,Unnamed: 0,id_tmdb,iso_639_1,iso_3166_1,name_y,key,site,size,type,official,published_at,id_y,lien
0,tt10627584,La vie devant soi,15531,6.8,Drama,94,2020,11.893,667869,"Bari, Les Pouilles, Italie. Madame Rosa est une femme âgée juive et ancienne prostituée. Elle accepte à contrecoeur de prendre soin de Momo, un garçonnet de douze ans, issu de la rue et d'origine sénégalaise. D'abord conflictuelle, leur relation va se muer en une profonde amitié...",https://image.tmdb.org/t/p/original//h0OdXMluIStH4qWT5vO0TZ6CxUb.jpg,tt10627584,667869,"based on novel or book,remake,holocaust (shoah) survivor,seaside town,street kid,elderly lady",0,667869,fr,FR,La Vie devant soi - Bande Annonce [VF],FWnmTbuzCL8,YouTube,1080.0,Trailer,True,2020-10-21T14:30:03.000Z,5f9050c555c1f4003721afca,https://www.youtube.com/watch?v=FWnmTbuzCL8
1,tt0257044,Les Sentiers de la perdition,284282,7.7,"Crime,Drama,Thriller",117,2002,26.415,4147,"En 1930, deux pères : Michael Sullivan, un tueur professionnel au service de la mafia irlandaise dans le Chicago de la Dépression, et Mr. John Rooney, son patron et mentor, qui l'a élevé comme son fils. Deux fils : Michael Sullivan junior et Connor Rooney, qui font chacun des efforts désespérés pour s'attirer l'estime et l'amour de leurs géniteurs. La jalousie et l'esprit de compétition les plongent dans une spirale de violence aveugle dont les premières victimes sont la femme de Sullivan et son fils cadet Peter. Un long voyage commence alors pour Michael Sullivan et son fils survivant. Au bout de cette route, la promesse d'une vengeance et l'espoir de conjurer l'enfer. Et peut-être l'aube d'un sentiment nouveau entre un père et son fils.",https://image.tmdb.org/t/p/original//3enh2SKOopjMSxBe6oFNEaf4iKk.jpg,tt0257044,4147,"hotel,farm,hitman,illinois,great depression,road trip,based on comic,revenge,organized crime,mafia,bank robbery,based on graphic novel,homework,learning to drive,spoiled son,scarred face,liberty half dollar,lake michigan,1930s",0,4147,fr,FR,Les Sentiers de la perdition ( bande annonce VF ),VNEb-_dQnJM,YouTube,360.0,Trailer,False,2012-07-15T16:54:39.000Z,57cf0b2cc3a3684f2b001ad0,https://www.youtube.com/watch?v=VNEb-_dQnJM
2,tt0317219,Cars : Quatre Roues,468760,7.2,"Adventure,Animation,Comedy",116,2006,74.874,920,"Un champion de course, Flash McQueen vit à cent à l'heure jusqu’à ce qu’un détour le mène à Radiator Springs, une petite ville oubliée sur la Route 66. Il y rencontre Sally, Martin, Doc Hudson et un tas de personnages amusants qui l’aident à découvrir que la vie vaut plus que les trophées et la célébrité.",https://image.tmdb.org/t/p/original//hvHw7ASXEK8x3EawlOtwYXrovdo.jpg,tt0317219,920,"friendship,car race,success,route 66,porsche,retirement,road trip,anthropomorphism,rural area,los angeles, california,aftercreditsstinger,duringcreditsstinger",0,920,fr,FR,Cars - Bande-annonce 3 - VF,OFWMrNpzATk,YouTube,360.0,Trailer,False,2012-12-08T09:46:31.000Z,5a24965792514103300cbb73,https://www.youtube.com/watch?v=OFWMrNpzATk
3,tt0397535,Mémoires d'une geisha,160549,7.3,"Drama,Romance",145,2005,37.731,1904,"Quelques années avant la Seconde Guerre mondiale, Chiyo, une petite fille japonaise, est arrachée à sa famille pauvre pour aller travailler comme servante dans une maison de geishas. En grandissant, elle se plie avec docilité à l'initiation difficile qui fera d'elle une vraie geisha. Elle triomphe des pièges que lui tend sa rivale, la fourbe Hatsumomo et devient, après des années de travail, la légendaire geisha Sayuri. Très belle, épanouie dans son art, Sayuri fascine les hommes les plus puissants. Mais celle qui n'a plus le droit d'aimer reste hantée par l'amour qu'elle porte, en secret, au seul homme qu'elle ne peut atteindre...",https://image.tmdb.org/t/p/original//nodOVRLzxr9914qutKTs2NWB63P.jpg,tt0397535,1904,"secret love,japan,prostitute,sibling relationship,geisha,brothel,mentor,world war ii,loss of virginity,period drama,kimono,sumo,kyoto, japan,1920s,1940s,1930s,loving,student mentor relationship,loss of sister,loss of parents,admiring,appreciative",0,1904,fr,FR,La vidéo Mémoires d'une geisha   bande annonce vost sur L'Internaute,K6Rx55Kx9vg,YouTube,360.0,Trailer,False,2009-05-06T09:35:53.000Z,63fb791284f24900ccd1f92e,https://www.youtube.com/watch?v=K6Rx55Kx9vg
4,tt0119174,The Game,428638,7.7,"Drama,Mystery,Thriller",129,1997,73.982,2649,"Nicholas Van Orton, homme d'affaires avisé, reçoit le jour de son anniversaire un étrange cadeau que lui offre son frère Conrad. Il s'agit d'un jeu. Nicholas découvre peu à peu que les enjeux en sont très élevés, bien qu'il ne soit certain ni des règles, ni même de l'objectif réel. Il prend peu à peu conscience qu'il est manipulé jusque dans sa propre maison par des conspirateurs inconnus qui semblent vouloir faire voler sa vie en éclats.",https://image.tmdb.org/t/p/original//2sUcLRG3ZwE8JOrCzk3M6GyCsTx.jpg,tt0119174,2649,"suicide,sibling relationship,san francisco, california,birthday,gun,key,manipulation,restaurant,danger of life,birthday party,game,millionaire,surprising,trapped in an elevator,birthday present,investment banker,puzzlement",0,2649,fr,FR,The Game   Bande annonce vf,jKkCfzZRVTk,YouTube,360.0,Trailer,False,2011-01-10T16:13:47.000Z,54ad3968c3a3680c2100bdd7,https://www.youtube.com/watch?v=jKkCfzZRVTk
5,tt0120902,"The X-Files, le film: Combattre le futur",110106,7.0,"Drama,Mystery,Sci-Fi",121,1998,37.493,846,"Les inénarrables aventures de l'agent Fox Mulder et de sa coéquipière Dana Scully adaptées ici pour le grand écran. Tout commence par la découverte, au nord du Texas, d'ossements préhistoriques dans une grotte par un jeune garçon. A leur contact un mystérieux parasite pénètre sa peau et envahit son organisme. Le corps de l'enfant est évacué par un certain Bronschweig avant l'arrivée des secours. Mulder et Scully vont bientôt découvrir un projet de guerre bactériologique par la propagation d'un virus. Le nord du Texas servirait de champ d'expérimentation...",https://image.tmdb.org/t/p/original//mn1jd14a6q7DWxtO69ZnkXE9ItL.jpg,tt0120902,846,"helicopter,space marine,government,bomb,mutation,extraterrestrial technology,obsession,fbi,secret society,secret organization,secret lab,x-files,ufo,conspiracy,ovine",2,846,fr,FR,The X-Files : Le Film (1998) | Teaser VF (HQ),tjlqqS0foxs,YouTube,480.0,Teaser,False,2023-06-26T01:44:44.000Z,649e0398c9dbf90107e14218,https://www.youtube.com/watch?v=tjlqqS0foxs
6,tt0765443,Les Promesses de l'ombre,260833,7.6,"Crime,Drama,Thriller",100,2007,39.142,2252,"Bouleversée par la mort d'une jeune fille qu'elle aidait à accoucher, Anna tente de retrouver la famille du nouveau-né en s'aidant du journal intime de la disparue, écrit en russe. En remontant la piste de l'ouvrage qu'elle tente de faire décrypter, la sage-femme rencontre Semyon. Elle ignore que ce paisible propriétaire du luxueux restaurant Trans-Siberian est en fait un redoutable chef de gang et que le document qu'elle possède va lui attirer de sérieux problèmes...Pour Nikolai, chauffeur et homme de main de la toute-puissante famille criminelle de l'Est, c'est le début d'une remise en cause. Entre Semyon et son fils Kirill, prêts à tout pour récupérer le journal, et l'innocente Anna, sa loyauté va être mise à rude épreuve. Autour d'un document qui se révèle de plus en plus explosif, plusieurs vies sont en jeu, dont la sienne, alors que se déchaînent les meurtres et les trahisons dans la famille comme dans la ville...",https://image.tmdb.org/t/p/original//wcqsiJ2Ak4HhLQA90MWiktTjloB.jpg,tt0765443,2252,"chauffeur,london, england,prostitute,jealousy,rape,tattoo,hitman,parent child relationship,bratva (russian mafia),gangster,human trafficking,diary,midwife,murder,statutory rape,orphan,brutality,motorcycle,disposing of a dead body,bathhouse,empathy",0,2252,fr,FR,Promesses de l'Ombre VF,DYa_Wb7b050,YouTube,360.0,Trailer,False,2007-10-03T10:14:24.000Z,533ec65bc3a3685448000ba0,https://www.youtube.com/watch?v=DYa_Wb7b050
7,tt0808151,Anges & Démons,309335,6.7,"Action,Mystery,Thriller",138,2009,69.196,13448,"Une antique confrérie secrète parmi les plus puissantes de l'Histoire, les ""Illuminati"", qui s'était jurée autrefois d'anéantir l'Église catholique, est de retour. Cette fois, elle est sur le point de parvenir à son but : Robert Langdon, expert en religions d'Harvard, en a la certitude. Langdon a peu de temps pour comprendre ce qui se trame contre le Vatican et déjouer ces nouveaux crimes. Une course contre la montre et contre les tueurs qui démarre tel un jeu de piste : des églises romaines aux cryptes enfouies, des catacombes les plus profondes aux majestueuses cathédrales... Pour l'aider à comprendre toutes ces énigmes, Langdon va rencontrer Vittoria Vetra, une scientifique aussi belle que mystérieuse. Cette fois, il sait à qui il se confronte. Cette enquête diabolique est un piège, chaque secret est une clé, chaque révélation un danger...",https://image.tmdb.org/t/p/original//yNrMIGy1eG0cjd2WSrHz2OcUWEy.jpg,tt0808151,13448,"based on novel or book,rome, italy,vatican,symbolism,illuminati,quantum mechanics,prequel,anti matter,conspiracy,investigator,catholicism,cern",0,13448,fr,FR,Anges et démons Bande annonce,5pQ4FToI020,YouTube,360.0,Trailer,False,2009-02-17T18:59:18.000Z,533ec674c3a36854480024ca,https://www.youtube.com/watch?v=5pQ4FToI020
8,tt0298148,Shrek 2,504131,7.3,"Adventure,Animation,Comedy",93,2004,194.598,809,"Devenus de jeunes mariés, Shrek et Fiona rentrent de leur heureuse lune de miel. Ils sont invités par les parents de Fiona à venir dîner dans leur royaume, à Far Far Away. Mais ils ne se doutent pas que leur fille est devenue une ravissante ogresse… Ce mariage met par ailleurs en péril l’avenir et les projets les plus secrets du Roi…",https://image.tmdb.org/t/p/original//1h7a2wlFtVqrbohFSmPty6sCE3A.jpg,tt0298148,809,"prison,princess,magic,kingdom,fairy tale,liberation,transformation,honeymoon,prince,villain,parents-in-law,enchantment,sequel,anthropomorphism,dragon,ogre,cartoon donkey,shrek cinematic universe",0,809,fr,FR,Shrek 2 - Bande Annonce VF,MQ5CP5uouLg,YouTube,360.0,Trailer,False,2019-08-05T19:15:05.000Z,6092f8e2a06efe007a43887f,https://www.youtube.com/watch?v=MQ5CP5uouLg
9,tt0114369,Seven,1795754,8.6,"Crime,Drama,Mystery",127,1995,260.014,807,"À New York, un criminel anonyme a décidé de commettre 7 meurtres basés sur les 7 pêchés capitaux énoncés dans la Bible : gourmandise, avarice, paresse, orgueil, luxure, envie et colère. Vieux flic blasé à 7 jours de la retraite, l'inspecteur Somerset mène l'enquête tout en formant son remplaçant, l'ambitieux inspecteur David Mills…",https://image.tmdb.org/t/p/original//h4X4tJFxJobAImCMekVZXUpJVJC.jpg,tt0114369,807,"drug dealer,rage and hate,police,s.w.a.t.,sadism,self-fulfilling prophecy,psychopath,detective,rain,investigation,pension,evisceration,pride and vanity,immoderateness,insomnia,murder,serial killer,religion,seven deadly sins,depravity,neo-noir",0,807,fr,FR,Seven Trailer,ObOexjW0dgY,YouTube,1080.0,Trailer,False,2023-06-14T13:35:33.000Z,6489c26299259c00accf1adb,https://www.youtube.com/watch?v=ObOexjW0dgY
10,tt0114746,L'Armée des 12 singes,646130,8.0,"Mystery,Sci-Fi,Thriller",129,1995,92.791,63,"Nous sommes en l’an 2035. Les quelques milliers d’habitants qui restent sur notre planète sont contraints de vivre sous terre. La surface du globe est devenue inhabitable à la suite d’un virus ayant décimé 99 % de la population. Les survivants mettent tous leurs espoirs dans un voyage à travers le temps pour découvrir les causes de la catastrophe et la prévenir. C’est James Cole, hanté depuis des années par une image incompréhensible, qui est désigné pour cette mission.",https://image.tmdb.org/t/p/original//yX4KdFGJbO7TTGXJEHugUkpdP7a.jpg,tt0114746,63,"biological weapon,philadelphia, pennsylvania,schizophrenia,stockholm syndrome,airplane,underground,insanity,asylum,paranoia,prison cell,dystopia,pimp,lion,post-apocalyptic future,time travel,florida keys,mental breakdown,past,dormitory,insane asylum,cockroach,volunteer,drug use,flashback,remake,psychiatric hospital,jail,mental institution,alternate history,disease,lethal virus,paradox,psychiatrist,monkey,epidemic,trapped,falling down stairs,street life,nonlinear timeline,medical research,tooth,pantyhose,gas mask,psychosis,child's point of view,subterranean,virus,recurring dream,1990s,reflective,escaped animal,future noir,2030s,cassandra syndrome,bullet,endless loop,stream,vivisection,nude pantyhose,microbiologist,real movie shown in fictional situation,kick in face,eating spider,reference to houdini,abandoned theater,tied to a bed,psychiatric care,hiding in a barn,reference to cassandra,biblical quote,person in a car trunk,watching a movie,world war one,lab animal,cassandra complex",0,63,fr,FR,L'Armée des 12 singes (Twelve Monkeys) - Extrait VF (HD | 1080p),23KZkUdaQQ4,YouTube,1080.0,Clip,False,2022-10-21T22:47:57.000Z,635322d8a843c10091b28bea,https://www.youtube.com/watch?v=23KZkUdaQQ4
11,tt0117665,Sleepers,237377,7.5,"Crime,Drama,Thriller",147,1996,42.313,819,"Au milieu des années soixante, quatre gamins du quartier populaire de Hell's Kitchen de New York sont incarcérés dans une maison de redressement à la suite d'une plaisanterie qui tourne au drame. Onze ans plus tard deux d'entre eux, marqués à vie, retrouvent le gardien sadique et tortionnaire qui les a martyrisés lors de leur détention et l'abattent froidement. Les deux autres, devenus respectivement journaliste et substitut du procureur, fidèles à la loi de Hell's Kitchen, vont tout tenter, avec le soutien du curé du quartier et du parrain de la mafia, pour les sortir de là.",https://image.tmdb.org/t/p/original//2qIFogmG9GoBt4kztCFPgVC166Q.jpg,tt0117665,819,"child abuse,sexual abuse,court case,court,repayment,sadistic,pastor,juvenile prison,juvenile delinquent,child",0,819,fr,FR,Sleepers (1996) bande annonce,f6SeUzdUxC4,YouTube,1080.0,Trailer,False,2016-11-28T18:40:27.000Z,63038545dfe31d008010ea83,https://www.youtube.com/watch?v=f6SeUzdUxC4
12,tt0137523,Fight Club,2319475,8.8,Drama,139,1999,229.693,550,"Le narrateur, sans identité précise, vit seul, travaille seul, dort seul, mange seul ses plateaux‐repas pour une personne comme beaucoup d’autres personnes seules qui connaissent la misère humaine, morale et sexuelle. C’est pourquoi il va devenir membre du Fight club, un lieu clandestin où il va pouvoir retrouver sa virilité, l’échange et la communication. Ce club est dirigé par Tyler Durden, une sorte d’anarchiste entre gourou et philosophe qui prêche l’amour de son prochain.",https://image.tmdb.org/t/p/original//t1i10ptOivG4hV7erkX3tmKpiqm.jpg,tt0137523,550,"dual identity,rage and hate,based on novel or book,nihilism,fight,support group,dystopia,insomnia,alter ego,breaking the fourth wall,split personality,quitting a job,dissociative identity disorder,self destructiveness",0,550,fr,FR,Fight Club – Bande Annonce VOST,tZpXdiB_pg0,YouTube,1080.0,Trailer,False,2018-07-04T18:56:03.000Z,5b3dbe4ec3a368508b005fcc,https://www.youtube.com/watch?v=tZpXdiB_pg0
13,tt0240772,Ocean's Eleven,618285,7.7,"Crime,Thriller",116,2001,83.265,161,"A peine sorti de prison, Danny Ocean n'a qu'une idée en tête : organiser le casse du siècle en cambriolant les trois plus grands casinos de Las Vegas. Pour cela il réunit une équipe de malfrats spécialistes dans des domaines aussi variés que les explosifs, l'informatique, le bluff...",https://image.tmdb.org/t/p/original//sLiFrrQn2iqfn3gYciJF1yqJCOU.jpg,tt0240772,161,"prison,casino,pickpocket,strip club,heist,con artist,thief,caper,atlantic city,salt lake city, utah,las vegas,card dealer,explosives expert,exhilarated",0,161,fr,FR,Ocean's Eleven – Bande Annonce VF,tW_PZKjKLR4,YouTube,1080.0,Trailer,False,2018-11-19T10:41:38.000Z,5bf2954b9251415cdd076139,https://www.youtube.com/watch?v=tW_PZKjKLR4
14,tt0361748,Inglourious Basterds,1581380,8.4,"Adventure,Drama,War",153,2009,189.729,16869,"Dans la France occupée de 1940, un groupe de soldats juifs américains, les bâtards, mène des actions punitives particulièrement sanglantes contre les nazis du Troisième Reich. Leur chemin rencontre celui de Shosanna Dreyfus, une jeune juive réfugiée à Paris exploitante d'une salle de cinéma qui entend elle aussi assouvir sa propre vengeance envers les nazis.",https://image.tmdb.org/t/p/original//lPKwFzX4TiWLA4Mo5Bnf8aIIrJm.jpg,tt0361748,16869,"guerrilla warfare,swastika,paris, france,nazi,self sacrifice,sadism,dynamite,mexican standoff,world war ii,jew persecution,masochism,anti-semitism,german occupation of france,british politics,revisionist history,adolf hitler,adoring",0,16869,fr,FR,Bande-annonce 2 VOST,5oMA0S23gts,YouTube,480.0,Trailer,True,2009-08-14T13:27:01.000Z,5db393234083b3001353908a,https://www.youtube.com/watch?v=5oMA0S23gts
15,tt0421715,L'Étrange Histoire de Benjamin Button,694992,7.8,"Drama,Fantasy,Romance",166,2008,67.549,4922,"« Curieux destin que le mien… » Ainsi commence l’étrange histoire de Benjamin Button, cet homme qui naquit à 80 ans et vécut sa vie à l’envers, sans pouvoir arrêter le cours du temps. Situé à La Nouvelle‐Orléans et adapté d’une nouvelle de F. Scott Fitzgerald, le film suit ses tribulations de 1918 à nos jours. L’étrange histoire de Benjamin Button : l’histoire d’un homme hors du commun. Ses rencontres et ses découvertes, ses amours, ses joies et ses drames. Et ce qui survivra toujours à l’emprise du temps…",https://image.tmdb.org/t/p/original//17hzD5UG3RLq0BTszufC9mzXynd.jpg,tt0421715,4922,"navy,funeral,diary,tea,travel,hospital,based on short story,reverse aging,wistful,factual,ambivalent,empathetic",0,4922,fr,FR,L'Étrange Histoire de Benjamin Button - Bande Annonce Officielle (VF) - Brad Pitt / Cate Blanchett,dDyJ4pSxC20,YouTube,360.0,Trailer,True,2012-09-04T12:12:52.000Z,5a9401c1c3a368250203032a,https://www.youtube.com/watch?v=dDyJ4pSxC20
16,tt0478304,The Tree of Life,183993,6.8,"Drama,Fantasy",139,2011,26.642,8967,"Dans le Texas des années 50, Jack, âgé d'une dizaine d'années, grandit entre un père autoritaire et une mère aimante et généreuse, qui lui donne foi en la vie. La naissance de ses deux frères l'oblige bientôt à partager cet amour inconditionnel, puis à affronter l'individualisme forcené d'un père obsédé par la réussite de ses enfants. Jusqu'au jour où un tragique événement vient perturber cet équilibre fragile...",https://image.tmdb.org/t/p/original//y47kUz3IYdoxKyscG6Bc6EPo59k.jpg,tt0478304,8967,"sibling relationship,parent child relationship,afterlife,christianity,philosophy,tree,sun,texas,telegram,bible,surrealism,meteor,coming of age,spirituality,grief,space,religion,memory,dinosaur,birth,death,grace,childhood,death of brother,silhouette,existentialism,organist,masculinity,cosmos,1950s,newborn baby,organ player,waco texas,father son relationship,mother son relationship,brother brother relationship,life,pantheism",0,8967,fr,FR,The Tree of Life - bande-annonce VOST (Festival de Cannes),qwtw6EelKhk,YouTube,1080.0,Trailer,True,2011-04-19T17:01:31.000Z,5aaffa430e0a26782703fca7,https://www.youtube.com/watch?v=qwtw6EelKhk
17,tt0496806,Ocean's 13,367088,6.9,"Crime,Thriller",122,2007,47.716,298,"Willy Bank n'aurait pas dû s'attaquer à un ami de Danny Ocean... Pour avoir trahi Reuben Tishkoff, Willy Bank, propriétaire sans scrupule d'un casino flambant neuf, va être sévèrement attaqué par toute l'équipe de Danny Ocean. Celle-ci n'aura plus qu'un objectif: infliger à Bank un châtiment exemplaire le soir de l'inauguration de son nouveau casino. Mais cette fois la chance ne leur suffira pas pour faire sauter The Bank...",https://image.tmdb.org/t/p/original//73OQ7Qlkq6bpNJytnvQLpQs4boa.jpg,tt0496806,298,"casino,heist,thief,revenge,las vegas,pretending to be rich,labor strike",0,298,fr,FR,OCEAN'S 13 Bande Annonce VF 2007 HD,SSwvM0hI-dc,YouTube,720.0,Trailer,False,2019-01-24T17:42:25.000Z,63c06e47e16e5a00afcaf165,https://www.youtube.com/watch?v=SSwvM0hI-dc
18,tt0887883,Burn After Reading,352871,7.0,"Comedy,Crime,Drama",96,2008,26.75,4944,"Osborne Cox est un analyste à la CIA en difficulté. Sa femme, Katie, s'adonne peu à la compassion. Harry Pfarrer est un marshal fédéral assez porté sur le sexe. Linda Litzke et Chad Feldheimer sont employés du club de remise en forme Hardbodies Fitness. Et ils vont découvrir un CD appartenant à Osborne Cox, ce qui ne rassure pas le directeur de la salle de sport, Ted Treffon, qui est amoureux de Linda. Tout ce petit monde va se trouver mêlé pour des aventures trépidantes au cœur de quelques maux de la société américaine…",https://image.tmdb.org/t/p/original//AuHddPinWRWM3ZBfGMBm09nuKO1.jpg,tt0887883,4944,"washington dc, usa,blackmail,paranoia,black humor,plastic surgery,autobiography,memory,corpse,divorce,gym,disc,ex priest,fitness,online dating,memoirs,personal trainer",0,4944,fr,FR,Burn After Reading - Bande Annonce - VF,m_VZ5up4U9g,YouTube,720.0,Trailer,False,2008-12-06T19:40:30.000Z,5707c844c3a36831e80017e5,https://www.youtube.com/watch?v=m_VZ5up4U9g
19,tt1001526,Megamind,295240,7.3,"Action,Adventure,Animation",95,2010,110.8,38055,"Megamind est le super‐méchant le plus génial de toute l’histoire de l’humanité. Et le pire loser aussi… Depuis des années, il essaie par tous les moyens de conquérir Metro City. En vain : chacune de ses tentatives est mise en échec par l’invincible Metro Man, et tourne à la farce. Jusqu’au jour où Megamind tue Metro Man ! Mais un super‐méchant a besoin d’un superhéros pour se sentir exister et avoir un but dans la vie. Megamind a donc l’idée de se fabriquer un nouvel adversaire : Titan. Problème : Titan découvre vite que c’est bien plus drôle d’être un méchant que de protéger les hommes. Et encore plus amusant de détruire le monde que de le protéger… Pris au piège, Megamind réussira‐t‐il à vaincre sa diabolique création, devenant ainsi le héros inattendu de sa propre histoire ?",https://image.tmdb.org/t/p/original//2jUHVsk42lVFDDAJ485hF2fBn2X.jpg,tt1001526,38055,"prison,fish,saving the world,date,gun,secret identity,superhero,anti hero,dna,mayor,museum,rain,one-sided love,anthropomorphism,reporter,duringcreditsstinger,alien baby,stronger villain,invincible",0,38055,fr,FR,Megamind bande annonce vf fr HD,keqwatSu_f8,YouTube,720.0,Trailer,False,2010-10-04T14:52:57.000Z,533ec699c3a3685448004767,https://www.youtube.com/watch?v=keqwatSu_f8
20,tt1210166,Le stratège,463921,7.6,"Biography,Drama,Sport",133,2011,44.228,60308,"Voici l’histoire vraie de Billy Beane, un ancien joueur de baseball prometteur qui, à défaut d’avoir réussi sur le terrain, décida de tenter sa chance en dirigeant une équipe comme personne ne l’avait fait auparavant… Alors que la saison 2002 se profile, Billy Beane, le manager général des Oakland Athletics, est confronté à une situation difficile : sa petite équipe a encore perdu ses meilleurs joueurs, attirés par les grands clubs et leurs gros salaires. Bien décidé à gagner malgré tout, il cherche des solutions qui ne coûtent rien et auxquelles personne n’aurait pensé avant… Il va s’appuyer sur des théories statistiques et engager Peter Brand, un économiste amateur de chiffres issu de Yale. Ensemble, contre tous les principes, ils reconsidèrent la valeur de chaque joueur sur la base des statistiques et réunissent une brochette de laissés-pour-compte oubliés par l’establishment du baseball.",https://image.tmdb.org/t/p/original//1Cd8lw2kdUwX65xKIlh7ebOvNqu.jpg,tt1210166,60308,"underdog,california,sports,1970s,baseball,based on true story,oakland, california,job transfer,oakland athletics,franchise,talent manager,statistics,1980s,2000s,mlb",0,60308,fr,FR,Le Stratège - Bande Annonce 1 VF,yfC5MDbaJkU,YouTube,1080.0,Trailer,True,2011-10-18T15:19:43.000Z,57cdd02f9251413db6000813,https://www.youtube.com/watch?v=yfC5MDbaJkU
21,tt12593682,Bullet Train,425414,7.3,"Action,Comedy,Thriller",127,2022,141.421,718930,"Coccinelle est un assassin malchanceux et particulièrement déterminé à accomplir sa nouvelle mission paisiblement après que trop d'entre elles aient déraillé. Mais le destin en a décidé autrement et l'embarque dans le train le plus rapide au monde aux côtés d'adversaires redoutables qui ont tous un point commun, mais dont les intérêts divergent radicalement… Il doit alors tenter par tous les moyens de descendre du train.",https://image.tmdb.org/t/p/original//uJvMXO1DNEER2lZocNjJy2zXtYs.jpg,tt12593682,718930,"mission,japan,assassin,based on novel or book,train,luck,deadly snake,duringcreditsstinger,one location,lighthearted,子弹列车,hilarious",0,718930,fr,FR,Bande-annonce officielle 2 [VF],8pdEgUm3gHs,YouTube,1080.0,Trailer,True,2022-07-08T10:30:04.000Z,62c82790eb14fa0050d597c6,https://www.youtube.com/watch?v=8pdEgUm3gHs
22,tt1596363,The Big Short: Le casse du siècle,483560,7.8,"Biography,Comedy,Drama",130,2015,40.438,318846,"Wall Street. 2005.  Profitant de l’aveuglement généralisé des grosses banques, des médias et du gouvernement, quatre outsiders anticipent l’explosion de la bulle financière et mettent au point… le casse du siècle! Michael Burry, Steve Eisman, Greg Lippmann et Ben Hockett: des personnages visionnaires et hors du commun qui vont parier contre les banques… et tenter de rafler la mise!",https://image.tmdb.org/t/p/original//xRZnq4CDeiZpkMLn6QQbgDOvJbg.jpg,tt1596363,318846,"based on novel or book,bank,fraud,wall street,biography,based on true story,finances,animated scene,historical fiction,loan,financial crisis,real estate,mortgage",7,318846,fr,FR,THE BIG SHORT : Le Casse du Siècle - Bande Annonce VOST,4uzwIX2Pi8c,YouTube,1080.0,Trailer,True,2015-10-09T09:08:04.000Z,5abe7c259251416018013813,https://www.youtube.com/watch?v=4uzwIX2Pi8c
23,tt2024544,12 Years a Slave,740560,8.1,"Biography,Drama,History",134,2013,38.361,76203,"Les États-Unis, quelques années avant la guerre de Sécession.  Solomon Northup, jeune homme noir originaire de l’État de New York, est enlevé et vendu comme esclave.  Face à la cruauté d’un propriétaire de plantation de coton, Solomon se bat pour rester en vie et garder sa dignité. Douze ans plus tard, il va croiser un abolitionniste canadien et, cette rencontre va changer sa vie…",https://image.tmdb.org/t/p/original//8eU0uqFZRjfxAXZlgVjNYUJM8fL.jpg,tt2024544,76203,"slavery,plantation,based on memoir or autobiography,violin player,physical abuse,black slave,usa history,slave owner,19th century,sold into slavery,abolitionist,landowner,abuse of power,african american history",0,76203,fr,FR,12 Years a Slave - Bande-annonce HD VOST,lL8KwostMvU,YouTube,1080.0,Teaser,True,2014-01-17T17:11:04.000Z,5ab0c7f4c3a36861af00846c,https://www.youtube.com/watch?v=lL8KwostMvU
24,tt2713180,Fury,546270,7.6,"Action,Drama,War",134,2014,108.298,228150,"Avril 1945. Les Alliés mènent leur ultime offensive en Europe. À bord d’un tank Sherman, le sergent Wardaddy et ses 4 hommes s’engagent dans une mission à très haut risque bien au-delà des lignes ennemies. Face à un adversaire dont le nombre et la puissance de feu les dépassent, Wardaddy et son équipage vont devoir tout tenter pour frapper l’Allemagne nazie en plein cœur…",https://image.tmdb.org/t/p/original//7V05gBGiE5LCTKzylIva2nG3JVW.jpg,tt2713180,228150,"hero,nazi,ambush,bravery,world war ii,heroism,tank,europe,execution,battle,brutality,hatred,tank battle,1940s,enclosed space,beating the odds,european theatre,tanks",0,228150,fr,FR,"FURY - Extrait ""Move Out"" - VF",ehNjeDQmomQ,YouTube,1080.0,Clip,True,2014-10-21T12:46:03.000Z,5ab8d4ddc3a3680a240312d6,https://www.youtube.com/watch?v=ehNjeDQmomQ
25,tt3640424,Alliés,169502,7.1,"Action,Drama,Romance",124,2016,226.57,369885,"L’agent secret Max Vatan rencontre la résistante française Marianne Beausejour lors d’une périlleuse mission derrière les lignes ennemies en Afrique du Nord en 1942. Réunis à Londres, leur relation se verra menacée à cause des tensions liées à la Guerre.",https://image.tmdb.org/t/p/original//aB1jSWh6YI4GqX4jlWrpw82O093.jpg,tt3640424,369885,"nazi,resistance,spy,world war ii,past,love,couple,north africa,1940s,french woman",0,369885,fr,FR,ALLIÉS - Extrait #3 : Max Vatan (Brad Pitt) démasqué (VF),2RVb-jIkAGE,YouTube,1080.0,Clip,True,2016-11-22T09:05:01.000Z,5abfed43925141601e02fd73,https://www.youtube.com/watch?v=2RVb-jIkAGE
